smiles,synth,logp,viscosity,enthalpy_vap,fitness
CCCOCC(C)NN,0.622832,0.523631,0.458052,0.797325,0.575319
NC(O)c1cccnc1,0.706846,0.647304,0.376722,0.747058,0.575319
CCCOCCCOCCOCCNC,0.828607,0.502695,0.427923,0.704377,0.575317
CC(COCCN)OC=O,0.555382,0.638592,0.439373,0.763224,0.575315
CCC(CNC)CNC,0.722839,0.491279,0.436654,0.804091,0.575315
CONC(C)CC=O,0.453949,0.580914,0.542503,0.843816,0.575314
NCCCNCn1cncn1,0.680311,0.704936,0.390641,0.664737,0.575313
CCCOCCCOCC(=O)COC,0.810836,0.483314,0.444305,0.714436,0.575311
Cn1nccc1NCCCCN,0.791836,0.552122,0.415454,0.679486,0.575309
CNCCCOCn1cncn1,0.736783,0.597967,0.40279,0.694187,0.575307
Cc1cccnc1CNCCN,0.855661,0.589108,0.376081,0.700443,0.575304
CNCNCCN(C)N,0.571908,0.720404,0.399466,0.761696,0.575304
CN1C=NCCN1C,0.444393,0.594164,0.559309,0.811923,0.575303
CC(N)CCOC1CCOCC1,0.669339,0.565721,0.42162,0.757912,0.575301
CCNCCCOCCNN(C)N,0.674982,0.625586,0.404302,0.714537,0.575297
COCCC(CC=O)COC,0.600446,0.537454,0.47509,0.756422,0.575297
CNCCCCNCCF,0.778766,0.520487,0.412914,0.754281,0.575296
CNC(C)COC(N)C(=O)N1CCCC1,0.558987,0.762296,0.415044,0.693105,0.575296
NCCOCCn1ncnc1N,0.677666,0.747204,0.368545,0.701457,0.575295
CCn1ccnc1NOC,0.66464,0.454923,0.507244,0.781999,0.575295
COCCCCOCCn1cccn1,0.849883,0.496268,0.440499,0.670626,0.575294
CCN1CCN=C1O,0.595452,0.630287,0.414444,0.784856,0.575294
NC=C(O)Cc1ccco1,0.640004,0.570829,0.443191,0.723446,0.575294
CCOCCCOCCCOCNC,0.767833,0.502056,0.441859,0.716518,0.575293
CNCCNCCCOP,0.590022,0.637088,0.418637,0.769356,0.575293
CONCOCCN(C)CCCN,0.65235,0.654212,0.401141,0.714972,0.57529
COCCCCc1nncs1,0.740052,0.453161,0.482006,0.757363,0.57529
CCCNCC1CC1,0.91339,0.359683,0.532011,0.834508,0.575289
Cc1nccn1CCn1ncnc1C,0.716185,0.609073,0.413206,0.668985,0.575289
CCOCNCCOC(=O)NCCOC,0.787,0.59703,0.398239,0.668283,0.575288
NC(C=O)CCN1CCCC1,0.669247,0.621381,0.410204,0.708362,0.575287
COCNCC(C)=CN,0.508553,0.610453,0.479835,0.790812,0.575286
CNCCOn1cnnc1,0.515646,0.63922,0.475031,0.74393,0.575286
CCNC(=O)c1nocc1C,0.736834,0.468836,0.470801,0.746849,0.575283
COCCOCCN(N)NCCCN,0.643169,0.741528,0.379025,0.708521,0.575283
NCC=NO,0.419687,0.762103,0.493707,0.811205,0.575282
CCOCCNCCCCF,0.821384,0.44322,0.458829,0.769234,0.575281
CCOCCOCCN(C)OCCCN,0.676841,0.585,0.42411,0.710025,0.57528
CCOCCOCOCc1nnnn1C,0.721155,0.620958,0.399691,0.68767,0.575275
CCOCCOCCNCCOCCCNOC,0.759394,0.598359,0.412297,0.649485,0.575275
CNCCNc1ccnnc1,0.748106,0.637633,0.385266,0.688432,0.575275
COCOCCCOCc1ncnn1C,0.748059,0.581176,0.416276,0.669555,0.575273
NN=Cc1ccccn1,0.772399,0.466989,0.447348,0.780139,0.575269
Cn1cnnc1COCCCCN,0.758786,0.669173,0.384303,0.649811,0.575267
CC(=O)COCNN,0.562532,0.75763,0.383636,0.800587,0.575266
CCNC(C)=CO,0.589398,0.457977,0.534575,0.831595,0.575265
COCCSNCCCCN,0.636706,0.584272,0.434341,0.730526,0.575264
COCNCC=S,0.435351,0.585612,0.555186,0.871423,0.575262
CCCOCC(N)NCCC=O,0.535882,0.65946,0.458364,0.719804,0.575257
CCCCNC(C)O,0.723896,0.440894,0.483233,0.810047,0.575256
C1CNN(CCN2CC2)C1,0.670346,0.638167,0.399704,0.717959,0.575255
CNCCOCC(C)OC=O,0.574377,0.579417,0.465666,0.746773,0.575254
CNCCNCCOOCCCCN,0.726763,0.668503,0.391731,0.654095,0.575254
COCCn1ncc2c1CCOC2,0.697618,0.593327,0.403389,0.737676,0.575253
CNC(=O)CNN,0.705386,0.851229,0.336907,0.717951,0.575253
NC(=O)Cc1ccc(F)nn1,0.728795,0.707193,0.366665,0.694437,0.575252
CSCCO,0.718688,0.546999,0.394556,0.833741,0.575251
N=C(N)c1ccncn1,0.741905,0.654841,0.374705,0.709321,0.575247
CNCCCNc1ncnn1C,0.715435,0.551803,0.424655,0.720094,0.575246
CN(C)C(CN)CN,0.686087,0.761651,0.344788,0.779581,0.575245
CCOCCNCCOCCNCCOCOC,0.78834,0.638739,0.38759,0.649588,0.575245
COCC(=N)NOC,0.543077,0.632917,0.435302,0.809712,0.575241
CCCOCC(N)NOC,0.512212,0.587129,0.487276,0.802659,0.575241
CNCCCCNC1CNC1,0.787184,0.65954,0.361965,0.712039,0.575236
CC(C)(N)CCCCO,0.803037,0.538241,0.403741,0.727985,0.575236
CCC=CCN(N)COC,0.532641,0.475634,0.562911,0.835222,0.575236
CC(N)(F)CCN,0.488216,0.64408,0.465931,0.828804,0.575235
CC(=O)c1ccc(Cl)nc1,0.912745,0.416161,0.470923,0.75091,0.575232
CCOCCOCCCOCCOCCNON,0.704258,0.633995,0.408623,0.662576,0.57523
CCCOCOCC(=O)NCc1nnnn1C,0.743015,0.64248,0.392544,0.664933,0.57523
CC(N)(N)OCCO,0.576739,0.80454,0.374005,0.767374,0.57523
CC(C)N1CCCC1N,0.604835,0.476755,0.501531,0.827127,0.575229
CCC=C(O)COC,0.624311,0.446551,0.5268,0.823479,0.575228
NCNCC1CCCC1,0.789637,0.481353,0.427496,0.786949,0.575224
CNCOCCOCOO,0.56948,0.677002,0.40721,0.79051,0.575223
NCCCOCCNCCN,0.810216,0.779448,0.335932,0.685001,0.575222
CCC(=CCN)NN,0.497394,0.648361,0.460841,0.812309,0.575222
COCCCOC(=O)NCCO,0.881558,0.626293,0.364359,0.676473,0.575221
CCCONCCCNCCCOC,0.772007,0.486693,0.457693,0.704727,0.57522
CCNC(O)CCCOC,0.658332,0.538252,0.441711,0.76157,0.57522
CNCCCCC=CO,0.708228,0.443472,0.495249,0.788779,0.575219
CNCCNCCCCONC,0.737901,0.609411,0.389941,0.717727,0.575217
COCCC(=O)NCCC(C)COC,0.758924,0.523287,0.438549,0.692039,0.575216
CNc1ncccc1OC,0.884561,0.434172,0.458736,0.746096,0.575213
NCCOCNCc1ncccn1,0.710451,0.701033,0.376826,0.682033,0.575211
FCCCCn1cncn1,0.757377,0.455524,0.468948,0.765743,0.575211
NC(=O)COCCOCCS,0.737946,0.670208,0.371324,0.707331,0.575207
CONNOC1CCC1,0.529529,0.52654,0.510397,0.828436,0.575207
CNCCCn1nncc1CN,0.679106,0.688722,0.385596,0.696309,0.575207
NC(=O)Nc1ncccc1N,0.828123,0.703669,0.353522,0.668148,0.575206
CCOCNCCO,0.732151,0.637589,0.371001,0.755065,0.575204
COCCNCCCn1cnnc1N,0.733003,0.710016,0.378954,0.648282,0.575204
CCN(CN)CCOCCNCCCOC,0.767449,0.623343,0.383213,0.695759,0.575203
Cc1nccn1C(=N)N,0.630376,0.66065,0.40048,0.736892,0.575203
COCCNN1CCNOCC1,0.53164,0.666646,0.450127,0.73994,0.575203
COCCOCCC1CCNC1,0.713413,0.540145,0.425115,0.741445,0.575201
COCCC(C)CNCC(N)=O,0.708255,0.615429,0.403226,0.69574,0.575198
CNCCCNOCCN,0.66415,0.718397,0.376572,0.713807,0.575197
CCOC(=O)CC=CCCOC,0.782107,0.411855,0.507307,0.783503,0.575196
CNCCNCCOCCCONC,0.724566,0.654644,0.390411,0.673346,0.575191
CNCCOCCNCc1snnc1C,0.715561,0.624156,0.400827,0.68507,0.57519
CCCOCCOC(C)=NN,0.672164,0.449932,0.507482,0.785285,0.57519
Cc1scnc1N,0.622848,0.455562,0.511718,0.833727,0.575188
CCONCCOCCNCC=CCN,0.633116,0.653496,0.42935,0.659873,0.575187
CCNCCOCNCN,0.653988,0.70602,0.373138,0.752549,0.575187
CCn1ncnc1N(C)C=O,0.587008,0.550278,0.477965,0.745574,0.575186
CNCCCCCCN=O,0.757658,0.493756,0.44225,0.741863,0.575186
CNCc1ncccc1NC,0.788614,0.52675,0.41912,0.713328,0.575182
CCNC(=O)Cc1cncs1,0.76839,0.553435,0.411637,0.705869,0.575181
COCCNCCCOCCNC(=O)COC,0.861861,0.676169,0.36703,0.628709,0.575181
NCC(O)Cl,0.550133,0.660445,0.414522,0.826421,0.575181
CCOCCCOCCCc1nnnn1C,0.786419,0.535836,0.4317,0.666629,0.57518
CCNCCCc1cncnc1,0.843288,0.511623,0.424201,0.686543,0.57518
COCCCNCCOCCNC(=O)COC,0.859696,0.67749,0.36703,0.628709,0.575178
COCCOCCNCN=C(C)O,0.647673,0.68388,0.400091,0.690262,0.575176
CCNCCNCc1ncnn1CC,0.783559,0.600323,0.394133,0.677876,0.575175
CCN1CCOCC1OC,0.601965,0.535691,0.450389,0.829089,0.575174
CN(N)CCNCCN,0.684313,0.797247,0.342896,0.756172,0.575173
COCCNC(C)C(C)CN,0.607023,0.575098,0.440045,0.77175,0.57517
CN=CCOCCCC(N)N,0.564476,0.714749,0.414748,0.728463,0.575167
COCCCCNCc1cnccn1,0.860111,0.518911,0.416701,0.682611,0.575166
NCCCNNC1CC1,0.697325,0.689396,0.366474,0.745588,0.575165
CCOCNCNCCOOCCOC,0.61318,0.626103,0.435115,0.700152,0.575165
CCNC(=O)C(N)C(=O)N1CCCC1,0.702346,0.809059,0.353719,0.681374,0.575164
COCCNCNCCF,0.671059,0.617599,0.396717,0.754986,0.575161
CCNCCOCCNOCCN,0.694901,0.704048,0.381152,0.67955,0.575159
CCCCNCCN(C)CN,0.752834,0.528391,0.410306,0.77128,0.575159
COCCCOCCOCCNCCOCOC,0.801133,0.617846,0.389996,0.656292,0.575159
COn1nccc1CN,0.582696,0.581691,0.448616,0.775052,0.575159
CCOCCNCCNO,0.748021,0.669514,0.363086,0.729951,0.575158
COCCC1CC1,0.905973,0.343006,0.555773,0.880168,0.575156
CCC(CCC=O)OC,0.616959,0.430449,0.553618,0.830309,0.575153
NCCCNCCOCCN,0.813023,0.776339,0.335932,0.685001,0.575149
CCCNCCNCN,0.758361,0.643639,0.366243,0.73964,0.575147
COCCCCC(C)=NOC,0.784659,0.403586,0.51578,0.791303,0.575144
COCCCCPOC,0.507419,0.496083,0.556204,0.854445,0.575142
NC(=O)CC(N)C(=O)NC1CC1,0.784463,1,0.327706,0.614042,0.57514
COCCOCCCOSCO,0.668263,0.564782,0.423707,0.753135,0.575133
CNCCCNCCCOCCOCCOC,0.830432,0.615532,0.389023,0.64285,0.575132
NCNC1CCCOC1,0.588211,0.660897,0.405938,0.78218,0.57512
COCCOC(=N)CN,0.643829,0.743608,0.364598,0.760838,0.575118
CNCc1cccnc1O,0.770586,0.574402,0.397199,0.714875,0.575115
CCN(O)NC,0.445442,0.576298,0.546289,0.873797,0.575114
CCC=C(COC)NN,0.581234,0.484049,0.511266,0.824521,0.575114
CONCc1ccoc1C,0.677408,0.445749,0.502176,0.80371,0.57511
CNC(=O)Cc1ccc(N)cc1,0.954249,0.624782,0.365395,0.636972,0.57511
Cn1nnnc1COCOCO,0.631722,0.715091,0.393128,0.699247,0.575109
CCNCCCCOCCNC(C)=O,0.876565,0.565064,0.399943,0.647534,0.575109
CNNCCOCCOO,0.596585,0.710888,0.391441,0.75892,0.575107
Cc1ccn(C2CC2)n1,0.793777,0.425932,0.479329,0.792741,0.575102
CN1CNN=C1N1CCNCC1,0.567462,0.743663,0.401139,0.737755,0.575102
NCCCCOc1nnnn1CN,0.672799,0.689856,0.389254,0.689472,0.575101
CC(C)CONCCN,0.653537,0.537093,0.438306,0.780155,0.575099
COCCNCCc1nocc1CN,0.685595,0.654967,0.397576,0.687424,0.575099
NC(=CCO)c1cccnc1,0.731849,0.640806,0.387233,0.691577,0.575098
COc1cccnc1CNC(N)=O,0.857954,0.619206,0.375843,0.66045,0.575098
CCNCOCCCC(N)N,0.659875,0.665511,0.39235,0.72018,0.575098
CCOCCCNCCOCCNCCON,0.768297,0.666436,0.388121,0.634218,0.575096
CC(C)OS,0.587239,0.376245,0.655525,0.935316,0.575094
CNCc1ncnn1CCCCN,0.776771,0.669532,0.370203,0.678794,0.575094
COCCCNC1CC1C,0.691039,0.43496,0.50063,0.825249,0.575093
COCC(N)Cn1cncn1,0.625157,0.71622,0.389221,0.719222,0.575089
COCCOCCC(OC)OC=O,0.585423,0.540134,0.484685,0.750362,0.575089
CCNCCCCn1ncnc1N,0.7324,0.547027,0.427467,0.702913,0.575088
CNCc1cnc2ncnn2c1,0.712446,0.63892,0.398863,0.675873,0.575088
NCCOCCNCc1ncccn1,0.795948,0.703756,0.36222,0.659027,0.575088
NCCOCC(=O)Nc1cnco1,0.691907,0.767702,0.369772,0.665227,0.575086
COCCNCCCOCCc1nnnn1C,0.771381,0.64782,0.392725,0.637254,0.575079
COCCN(C)CC(O)C=O,0.594607,0.694145,0.400948,0.746764,0.575076
NCC(=O)NCCc1cnoc1,0.737969,0.807222,0.348672,0.669476,0.575075
COC(=O)C(NOO)OC,0.434453,0.749804,0.473171,0.828635,0.575073
CCCNCCNC(=O)NN,0.826741,0.713699,0.350482,0.670365,0.575071
COCCn1ccnc1C(=O)ON,0.705894,0.657637,0.386181,0.699801,0.57507
CCCNCNCCCCOC,0.808055,0.466032,0.450331,0.739761,0.575069
NNCCc1cscn1,0.674997,0.605656,0.411736,0.717177,0.575069
COC(=O)COC(N)C(=O)O,0.60843,0.929851,0.351403,0.718935,0.575068
CCCN(O)COCC,0.626757,0.434102,0.537082,0.837054,0.575068
COCCNCc1nnnn1CCCN,0.783067,0.732504,0.355169,0.667573,0.575065
CONCSCC(=O)OC,0.61309,0.534564,0.457785,0.787664,0.575062
CONCNCCCCCN,0.68333,0.602615,0.412191,0.710806,0.575062
CCOCCSC=O,0.5828,0.431381,0.565454,0.867063,0.57506
CCOCCCNCCOC(=O)O,0.830751,0.562309,0.403721,0.668116,0.575058
CNCCOCCOCCNO,0.740964,0.71299,0.362906,0.690503,0.575052
Cc1nnccc1CCCNN,0.68845,0.635088,0.415738,0.656423,0.575052
CNCCC(F)OC,0.539089,0.496676,0.519438,0.860294,0.57505
CCOC(ON)C(=O)N1CCOCC1,0.608419,0.74153,0.388504,0.719533,0.575049
CNC=C(NCc1nnnn1C)OC,0.557278,0.66059,0.458389,0.682053,0.575047
O=C(Cc1cccnc1)NO,0.891313,0.66638,0.36213,0.636157,0.575046
NN=C(N)Cc1ccoc1,0.62482,0.640339,0.412819,0.729135,0.575044
CC(=CCO)CN,0.597776,0.65393,0.405129,0.77785,0.575041
NC1CCCC1N,0.601016,0.678064,0.387729,0.807573,0.57504
COCCNCCCC=NCCN,0.670804,0.713246,0.392082,0.661035,0.575038
CCn1cnnc1NCCCN,0.703361,0.62598,0.410729,0.665697,0.575033
CCN=C(N)Cc1cncn1C,0.631288,0.65547,0.416518,0.691762,0.575033
COCCNNc1ccnnc1,0.660882,0.652476,0.402146,0.702384,0.575032
COCCCNCCCOCCNCOC,0.787094,0.597005,0.39745,0.669083,0.575031
CNCc1nnnn1CCCCNOC,0.704971,0.628019,0.409126,0.666163,0.575029
CCOCCONCCN1CCNCC1,0.74363,0.67014,0.3802,0.671578,0.575026
Cn1nncc1CNCN,0.552924,0.752305,0.410259,0.724159,0.575025
COCCCNC(C)CCNC(C)=O,0.756213,0.571221,0.419195,0.667695,0.575024
COCCCCC(N)CC=O,0.660526,0.571071,0.433244,0.723055,0.575024
CNCn1nnnc1N(C)C,0.597664,0.591182,0.446922,0.738548,0.575023
NC(=O)C(N)(Br)Br,0.604746,0.616939,0.406602,0.818105,0.575023
CNCC(=O)NCc1nccs1,0.808004,0.683634,0.3652,0.658922,0.575023
CCn1nnnc1-n1ccnc1C,0.701886,0.522117,0.457222,0.699732,0.575022
CCONCCCn1nnnc1COC,0.71367,0.593366,0.414861,0.685255,0.575021
CCONCCCNCCN,0.726786,0.661477,0.380732,0.693447,0.57502
CCOC(N)NC=O,0.426983,0.697095,0.515585,0.806319,0.575019
COCNCOO,0.458877,0.679427,0.464505,0.867735,0.575017
COC(=O)C(N)Cc1cccs1,0.762266,0.598607,0.394484,0.694956,0.575017
CC=COCCOCC,0.697669,0.385803,0.572742,0.843844,0.575011
Nc1ccccc1F,0.995234,0.389394,0.469422,0.797929,0.57501
CCNCC(=COC)OCC,0.636442,0.449266,0.520923,0.806679,0.57501
COCCNCCn1nnnc1CCN,0.767349,0.754488,0.352876,0.669358,0.575009
COCCN=N,0.578744,0.462394,0.528733,0.851365,0.575007
CCOCC(=O)Nn1cnnc1CN,0.669581,0.713416,0.387591,0.675121,0.575007
COCCNCCC=CCOCO,0.687074,0.595558,0.419084,0.696504,0.575006
CNCCOCCCNCCN(C)CCOC,0.805103,0.630805,0.375785,0.681192,0.575005
Cn1ncnc1NOCCN,0.570016,0.67658,0.427086,0.723247,0.575005
CCn1ncnc1CCCCCN,0.811664,0.511563,0.438065,0.672553,0.575004
CSCCNCCCCN,0.822847,0.548351,0.393938,0.725123,0.575003
Cn1nnnc1CCNCO,0.685854,0.742499,0.368375,0.695885,0.575003
NCNCN1CCNCC1,0.658285,0.773868,0.371289,0.688775,0.575003
CCOCCCNCc1ccncn1,0.838115,0.541228,0.410198,0.676653,0.575001
COCCCOCC(COC)OO,0.634225,0.61665,0.41546,0.74011,0.575
CCOCCCNCCNCCOCCON,0.765546,0.667983,0.388121,0.634218,0.574997
CCOCCCNCCOCCOCCNOC,0.758436,0.597726,0.412297,0.649485,0.574992
CONCc1scnc1C,0.658804,0.464368,0.492222,0.797673,0.574992
CNCCCCCC(=N)N,0.809198,0.616424,0.372454,0.707377,0.574992
CCNCCN(N)NCCOCC,0.62903,0.638356,0.413856,0.722487,0.574987
COCCNCCNCC(=O)ON,0.759932,0.781793,0.352788,0.654829,0.574986
CC(F)NCCN,0.504168,0.616908,0.461549,0.843435,0.574986
CCCCNCOCCCN,0.781465,0.512949,0.420632,0.740646,0.574985
CNCCCNCn1cncn1,0.686707,0.639442,0.399598,0.697304,0.574985
CCCC(C)NC(N)=O,0.773768,0.485699,0.442711,0.742579,0.574983
Nc1ccnn1CC1CC1,0.745761,0.512021,0.4257,0.761179,0.574979
CNCC(N)CNC,0.655183,0.76758,0.353426,0.770256,0.574977
CCOCCC(COC)=NO,0.667059,0.514891,0.460504,0.74405,0.574977
CCCOCCCCNC(=O)NC,0.881431,0.465816,0.436407,0.722498,0.574976
CNCCCOCCOCCNN,0.760704,0.700226,0.36829,0.667154,0.574974
Cn1nnnc1CNC(=O)OCCCN,0.759799,0.742758,0.366338,0.639121,0.574974
Cc1nnnn1CCOCCCNN,0.706425,0.717716,0.383899,0.648038,0.574972
CCNCCNSCOC,0.541066,0.555139,0.491457,0.785789,0.574967
CNCCCCCNCCNC,0.842073,0.564318,0.391062,0.694358,0.574967
COCCOCCCc1ccnn1C,0.802129,0.52074,0.43004,0.682808,0.574966
NCCOCCCn1nnnc1S,0.664307,0.659615,0.408249,0.672909,0.574966
COCCCNCn1ccnc1N,0.709669,0.611118,0.401337,0.704314,0.574965
CCCNNOCCN,0.562393,0.629569,0.43362,0.778641,0.574964
CN1CC1OCCN,0.482697,0.712496,0.4431,0.816376,0.574964
CCNCCCOC1CCC1,0.866475,0.391987,0.498724,0.802142,0.574962
CCCNCN1CCC1,0.814216,0.424708,0.473848,0.791209,0.57496
CCCc1nnccc1C,0.783399,0.382816,0.551386,0.796994,0.574958
NC1CCNCCOC1,0.586507,0.685461,0.396356,0.787291,0.574957
CCOCCOCCCNCCCCOC,0.870188,0.485352,0.436034,0.687703,0.574956
CNOCCOF,0.46992,0.540737,0.544468,0.874851,0.574956
NC(=O)CNc1cnccn1,0.807266,0.679349,0.364296,0.666096,0.574956
COCCONc1nnnn1CCOC,0.692021,0.625342,0.414853,0.665599,0.574955
CNCCNCc1ccccn1,0.890025,0.585128,0.378607,0.674202,0.574953
CNCCOCNCc1nncn1C,0.674683,0.712643,0.387368,0.671066,0.574953
CNCCCNCCc1nccn1C,0.806305,0.605307,0.396342,0.648612,0.574951
ONCCc1ccncn1,0.738321,0.630613,0.387382,0.696619,0.57495
CNCCOCCOCCCNN,0.756596,0.703595,0.36829,0.667154,0.574949
COc1ccccc1NC(=O)CN,0.993589,0.631669,0.351213,0.657761,0.574948
Cc1ccncc1N(C)CCN,0.7757,0.571203,0.394445,0.723508,0.574943
CCNCCC(=CCO)OC,0.642596,0.565155,0.432097,0.75911,0.574941
CONCCNCCCc1nnnn1C,0.692332,0.659086,0.40289,0.660701,0.57494
CNCc1ccnn1C(N)=O,0.667403,0.692587,0.387873,0.69595,0.57494
COCCNCCCCCn1nnnc1C,0.806405,0.570129,0.416877,0.639212,0.574938
NNNNC(=O)c1cccs1,0.692232,0.651593,0.390596,0.705315,0.574936
CCOCNCS,0.539528,0.502368,0.514377,0.8553,0.574933
CNOCCNc1ncnn1C,0.610919,0.586608,0.454792,0.705745,0.574932
NOCOCCF,0.507468,0.623694,0.455687,0.84107,0.57493
CCNCNC(=O)CCn1cccn1,0.771236,0.658999,0.391919,0.628237,0.574929
COCCOC(=O)CNCCNCOC,0.768343,0.713869,0.363748,0.66405,0.574929
CC1CC1CN,0.586275,0.470906,0.510595,0.854954,0.574927
CCOCCC(CCOC)NC,0.692814,0.469995,0.483198,0.759419,0.574926
NCCCCN1CN1,0.516623,0.669979,0.449214,0.767411,0.574926
COCCOCn1nnnc1CNOC,0.670769,0.667159,0.397213,0.689561,0.574923
CC(C)NCCCNCC(N)=O,0.839039,0.653184,0.372143,0.646188,0.574921
CCCCOC(O)COC,0.670971,0.466206,0.487004,0.788168,0.57492
CCn1ccnc1OC,0.743807,0.385025,0.565762,0.801082,0.574918
COCCONCOCc1ccno1,0.599739,0.629297,0.429982,0.72707,0.574917
COCNOO,0.42401,0.663118,0.508658,0.888808,0.574917
CNCCN1CCCCNC1,0.759615,0.579147,0.391239,0.736141,0.574915
COCCSCCCOCCN,0.779917,0.558301,0.400851,0.719666,0.574914
COCCOCCSOCO,0.61111,0.60492,0.428008,0.750936,0.574914
C=CCCOCC,0.812943,0.325919,0.641098,0.909551,0.57491
OCCCCn1cnnn1,0.774172,0.644456,0.379272,0.676783,0.57491
CCn1cnnc1CCNCCN,0.748661,0.729295,0.370628,0.644078,0.574908
COCONCc1ccncc1,0.747789,0.54396,0.412813,0.735513,0.574907
CCNCC(=CNC)OCC,0.608381,0.47835,0.509118,0.794119,0.574906
COCCCCNNCCCN,0.757665,0.633365,0.390548,0.667351,0.574905
NCCNCc1cncs1,0.727935,0.688574,0.366896,0.7112,0.574905
COCCCC(N)=CNO,0.599116,0.615886,0.440665,0.716528,0.574901
COCCC=CCC(N)OC,0.532334,0.539473,0.513379,0.782656,0.574898
CCCCNNCNCCOC,0.692269,0.541519,0.438182,0.722322,0.574897
Cc1nnsc1CCNC(=O)NN,0.688328,0.740574,0.375075,0.671798,0.574896
CNCc1ccnn1C(=O)ON,0.599314,0.724568,0.402787,0.701069,0.574894
CCn1ccnc1C(N)COC,0.641926,0.620406,0.413248,0.730835,0.574894
CCOCCCNCNO,0.687126,0.616138,0.401243,0.720869,0.574893
CCOCCOC1CNO1,0.518458,0.581818,0.480307,0.814145,0.574892
CNCCOCCN(C)CO,0.72164,0.674091,0.365919,0.73757,0.57489
NCc1nccn1S,0.540608,0.597166,0.458862,0.797311,0.574889
CCOCCCNCN1CCOCC1,0.809866,0.566737,0.39356,0.705352,0.574886
NC(C=O)Cc1ccccc1,0.791627,0.498594,0.434682,0.7202,0.574886
CCCNC(O)F,0.576974,0.482642,0.498635,0.87157,0.574883
Cc1nccnc1NCCN,0.782779,0.570869,0.405079,0.684886,0.574881
COCCOC(=O)Cc1ccncn1,0.839004,0.581837,0.389411,0.675952,0.574881
CCOCc1ccnn1C(N)=O,0.684044,0.579082,0.419174,0.722762,0.574878
CCOCCOCCSCO,0.74852,0.517815,0.424007,0.750499,0.574873
CCNCCCOCNCCCOC,0.789186,0.545191,0.415094,0.690789,0.574873
Cc1ccnn1CCCn1cnnn1,0.744569,0.580928,0.423944,0.651535,0.574871
CCc1nncn1CCNC1COC1,0.691376,0.677839,0.39408,0.667177,0.574871
CCOCCNCCN1CCCC1,0.899439,0.48426,0.417961,0.720092,0.57487
COCCC(=NO)NN,0.597269,0.672968,0.396431,0.7841,0.57487
COCCOCCNCNCCOO,0.691363,0.715572,0.375435,0.689359,0.574869
FC1OCCCO1,0.584895,0.500577,0.474753,0.873865,0.574869
OCOCCOCCOO,0.677514,0.720451,0.360191,0.758831,0.574868
CNCCCC(=O)CS,0.71919,0.562901,0.403869,0.760387,0.574867
CCOCSCO,0.607196,0.480545,0.493002,0.832031,0.574865
Cn1nnnc1NCc1ncccn1,0.74716,0.646317,0.401971,0.630998,0.574864
CCOC(=O)Cc1ccc(F)nn1,0.785252,0.531793,0.420501,0.701177,0.574862
Cn1nccc1CCCC(N)=S,0.74005,0.567238,0.414553,0.698441,0.574862
CNCCNC(N)COCCCOC,0.609494,0.721068,0.406715,0.679379,0.574862
CCCSCCNCCOC,0.819079,0.430124,0.477828,0.757766,0.574856
Cn1nccc1CNCCn1cnnn1,0.725403,0.697052,0.38832,0.636976,0.574855
CONCNCCOO,0.50723,0.710088,0.436496,0.776677,0.574855
COCCOCCNCOCCCC(N)N,0.70431,0.708537,0.376087,0.681141,0.574855
CCOCCCN1CCCNC1,0.789534,0.508105,0.425623,0.72773,0.574853
COCCNC=NO,0.559531,0.597709,0.44543,0.798058,0.574851
COCCCCCCNF,0.762285,0.410325,0.507102,0.808136,0.57485
CCn1nnnc1COCCONN,0.647217,0.706958,0.396806,0.676301,0.574849
CCNC(C)OC=O,0.474653,0.504472,0.581468,0.869932,0.574847
CNCCc1nnnn1CCCN,0.756651,0.736023,0.360287,0.665539,0.574847
CCn1nccc1CNCCF,0.734018,0.50067,0.442693,0.746371,0.574844
CNCCOCCOSCCN,0.619013,0.670569,0.403799,0.727172,0.574843
CNCCNCCCONCCOC,0.735486,0.657873,0.383931,0.67838,0.574842
CCOCCCCCONCN,0.709641,0.505267,0.45224,0.735881,0.574841
COCCNCNCCn1cccn1,0.745476,0.664742,0.386501,0.65557,0.574839
CNCCONCCn1cccn1,0.689434,0.66289,0.396935,0.6756,0.574838
CNn1ccnc1,0.539983,0.5134,0.518863,0.812026,0.574838
NCCCCCCP,0.643107,0.499001,0.472955,0.77811,0.574838
CC=C(C)CO,0.639767,0.440785,0.510866,0.855216,0.574836
CCn1nncc1NCOC,0.589205,0.528438,0.486758,0.76072,0.574835
CCOCCCCCCN(N)N,0.765944,0.484143,0.451803,0.727756,0.574835
CNCC=CCCOCO,0.604328,0.585692,0.439277,0.757601,0.574834
CCNC(=O)Cc1cccnc1,0.945069,0.552148,0.389001,0.658496,0.574834
NNCC=CCCCO,0.619809,0.626658,0.416562,0.741403,0.574831
CNNNCCN1CCCC1,0.695497,0.592275,0.404547,0.735029,0.574827
CNCCCOCC1CCC1,0.857268,0.409247,0.482025,0.784905,0.574826
CCC(C)(N)CNC,0.544348,0.556734,0.469362,0.836935,0.574825
CCOCCNNCc1csnn1,0.617978,0.597758,0.440963,0.714401,0.574825
CNCCCOCCOCCCNCCOC,0.832716,0.612883,0.389023,0.64285,0.574825
CNCOCCC(N)N,0.587828,0.766652,0.373771,0.782681,0.574825
CNCCNc1cccnc1,0.877444,0.532232,0.39861,0.698625,0.574824
